Year,Jurisdiction,"National School Lunch Program eligibility, 3 categories",Average scale score
2013,South Dakota,Information not available,à
2013,Tennessee,Eligible,265.1085
2013,Tennessee,Not eligible,292.0777
2013,Tennessee,Information not available,à
2013,Texas,Eligible,278.8190
2013,Texas,Not eligible,300.4140
2013,Texas,Information not available,à
2013,Utah,Eligible,269.9527
2013,Utah,Not eligible,293.1436
2013,Utah,Information not available,à
2013,Vermont,Eligible,279.0315
2013,Vermont,Not eligible,305.2906
2013,Vermont,Information not available,à
2013,Virginia,Eligible,269.7467
2013,Virginia,Not eligible,298.2227
2013,Virginia,Information not available,à
2013,Washington,Eligible,275.7452
2013,Washington,Not eligible,301.3030
2013,Washington,Information not available,à
2013,West Virginia,Eligible,265.7300
2013,West Virginia,Not eligible,285.7742
2013,West Virginia,Information not available,à
2013,Wisconsin,Eligible,273.5868
2013,Wisconsin,Not eligible,298.7069
2013,Wisconsin,Information not available,à
2013,Wyoming,Eligible,278.5710
2013,Wyoming,Not eligible,293.5866
2013,Wyoming,Information not available,à
2011,National,Eligible,268.9949
2011,National,Not eligible,295.5577
2011,National,Information not available,296.1591
2011,Alabama,Eligible,255.9869
2011,Alabama,Not eligible,283.8706
2011,Alabama,Information not available,à
2011,Alaska,Eligible,268.5751
2011,Alaska,Not eligible,294.0796
2011,Alaska,Information not available,à
2011,Arizona,Eligible,267.4337
2011,Arizona,Not eligible,291.6165
2011,Arizona,Information not available,283.5267
2011,Arkansas,Eligible,269.2626
2011,Arkansas,Not eligible,291.9540
2011,Arkansas,Information not available,à
2011,California,Eligible,259.9109
2011,California,Not eligible,288.4991
2011,California,Information not available,268.6469
2011,Colorado,Eligible,272.7653
2011,Colorado,Not eligible,303.0688
2011,Colorado,Information not available,à
2011,Connecticut,Eligible,264.3492
2011,Connecticut,Not eligible,298.0496
2011,Connecticut,Information not available,à
2011,Delaware,Eligible,269.6574
2011,Delaware,Not eligible,292.6988
2011,Delaware,Information not available,à
2011,District of Columbia,Eligible,253.2497
2011,District of Columbia,Not eligible,278.2657
2011,District of Columbia,Information not available,à
2011,DoDEA,Eligible,à
2011,DoDEA,Not eligible,à
2011,DoDEA,Information not available,à
2011,Florida,Eligible,266.9324
2011,Florida,Not eligible,291.2328
2011,Florida,Information not available,à
2011,Georgia,Eligible,267.2859
2011,Georgia,Not eligible,293.1349
2011,Georgia,Information not available,à
2011,Hawaii,Eligible,267.9492
2011,Hawaii,Not eligible,286.1182
2011,Hawaii,Information not available,à
2011,Idaho,Eligible,275.5949
2011,Idaho,Not eligible,295.4220
2011,Idaho,Information not available,à
2011,Illinois,Eligible,269.2687
2011,Illinois,Not eligible,296.0302
2011,Illinois,Information not available,à
2011,Indiana,Eligible,273.2534
2011,Indiana,Not eligible,294.2076
2011,Indiana,Information not available,à
2011,Iowa,Eligible,270.6179
2011,Iowa,Not eligible,293.4997
2011,Iowa,Information not available,à
2011,Kansas,Eligible,276.4585
2011,Kansas,Not eligible,299.9918
2011,Kansas,Information not available,à
2011,Kentucky,Eligible,270.5014
2011,Kentucky,Not eligible,293.7412
2011,Kentucky,Information not available,à
2011,Louisiana,Eligible,264.5696
2011,Louisiana,Not eligible,286.3226
2011,Louisiana,Information not available,à
2011,Maine,Eligible,276.3179
2011,Maine,Not eligible,297.5777
2011,Maine,Information not available,à
2011,Maryland,Eligible,266.4365
2011,Maryland,Not eligible,298.8491
2011,Maryland,Information not available,à
2011,Massachusetts,Eligible,280.0239
2011,Massachusetts,Not eligible,307.6124
2011,Massachusetts,Information not available,à
2011,Michigan,Eligible,265.5879
2011,Michigan,Not eligible,290.7425
2011,Michigan,Information not available,à
2011,Minnesota,Eligible,276.2384
2011,Minnesota,Not eligible,303.5766
2011,Minnesota,Information not available,à
2011,Mississippi,Eligible,260.3144
2011,Mississippi,Not eligible,288.0756
2011,Mississippi,Information not available,à
2011,Missouri,Eligible,268.6494
2011,Missouri,Not eligible,291.8165
2011,Missouri,Information not available,à
2011,Montana,Eligible,279.9990
2011,Montana,Not eligible,300.7577
2011,Montana,Information not available,à
2011,Nebraska,Eligible,268.6718
2011,Nebraska,Not eligible,292.5540
2011,Nebraska,Information not available,à
2011,Nevada,Eligible,267.2968
2011,Nevada,Not eligible,287.8217
2011,Nevada,Information not available,à
2011,New Hampshire,Eligible,276.1028
2011,New Hampshire,Not eligible,296.9400
2011,New Hampshire,Information not available,à
2011,New Jersey,Eligible,273.8525
2011,New Jersey,Not eligible,302.9109
2011,New Jersey,Information not available,à
2011,New Mexico,Eligible,266.6772
2011,New Mexico,Not eligible,288.1320
2011,New Mexico,Information not available,à
2011,New York,Eligible,268.9745
2011,New York,Not eligible,292.5473
2011,New York,Information not available,à
2011,North Carolina,Eligible,273.4633
2011,North Carolina,Not eligible,299.5264
2011,North Carolina,Information not available,à
2011,North Dakota,Eligible,277.8159
2011,North Dakota,Not eligible,298.4924
2011,North Dakota,Information not available,à
2011,Ohio,Eligible,274.3406
2011,Ohio,Not eligible,299.2235
2011,Ohio,Information not available,à
2011,Oklahoma,Eligible,269.8392
2011,Oklahoma,Not eligible,289.4637
2011,Oklahoma,Information not available,à
2011,Oregon,Eligible,270.9192
2011,Oregon,Not eligible,294.6097
2011,Oregon,Information not available,à
2011,Pennsylvania,Eligible,267.9941
2011,Pennsylvania,Not eligible,298.2593
2011,Pennsylvania,Information not available,à
2011,Puerto Rico,Eligible,218.4178
2011,Puerto Rico,Not eligible,à
2011,Puerto Rico,Information not available,à
2011,Rhode Island,Eligible,266.5960
2011,Rhode Island,Not eligible,294.7295
2011,Rhode Island,Information not available,à
2011,South Carolina,Eligible,268.3099
2011,South Carolina,Not eligible,294.5650
2011,South Carolina,Information not available,à
2011,South Dakota,Eligible,276.7767
2011,South Dakota,Not eligible,298.2599
2011,South Dakota,Information not available,à
2011,Tennessee,Eligible,262.1618
2011,Tennessee,Not eligible,287.2649
2011,Tennessee,Information not available,à
2011,Texas,Eligible,280.7207
2011,Texas,Not eligible,304.1651
2011,Texas,Information not available,à
2011,Utah,Eligible,269.0925
2011,Utah,Not eligible,291.0946
2011,Utah,Information not available,à
2011,Vermont,Eligible,277.4099
2011,Vermont,Not eligible,302.3776
2011,Vermont,Information not available,à
2011,Virginia,Eligible,270.1826
2011,Virginia,Not eligible,298.3069
2011,Virginia,Information not available,à
2011,Washington,Eligible,272.7341
2011,Washington,Not eligible,298.5291
2011,Washington,Information not available,à
2011,West Virginia,Eligible,263.7338
2011,West Virginia,Not eligible,281.5563
2011,West Virginia,Information not available,à
2011,Wisconsin,Eligible,269.1510
2011,Wisconsin,Not eligible,298.7955
2011,Wisconsin,Information not available,à
2011,Wyoming,Eligible,277.1974
2011,Wyoming,Not eligible,293.4684
2011,Wyoming,Information not available,à
2009,National,Eligible,266.3977
2009,National,Not eligible,293.5208
2009,National,Information not available,295.0413
2009,Alabama,Eligible,255.0444
2009,Alabama,Not eligible,281.8328
2009,Alabama,Information not available,à
2009,Alaska,Eligible,268.8897
2009,Alaska,Not eligible,291.6600
2009,Alaska,Information not available,à
2009,Arizona,Eligible,261.9048
2009,Arizona,Not eligible,291.1945
2009,Arizona,Information not available,à
2009,Arkansas,Eligible,263.9589
2009,Arkansas,Not eligible,289.6659
2009,Arkansas,Information not available,à
2009,California,Eligible,258.1947
2009,California,Not eligible,285.0161
2009,California,Information not available,268.6155
2009,Colorado,Eligible,267.4956
2009,Colorado,Not eligible,297.6854
2009,Colorado,Information not available,307.5978
2009,Connecticut,Eligible,263.4599
2009,Connecticut,Not eligible,297.5869
2009,Connecticut,Information not available,à
2009,Delaware,Eligible,270.9993
2009,Delaware,Not eligible,291.7259
2009,Delaware,Information not available,à
2009,District of Columbia,Eligible,247.2055
2009,District of Columbia,Not eligible,271.5879
2009,District of Columbia,Information not available,à
2009,DoDEA,Eligible,à
2009,DoDEA,Not eligible,à
2009,DoDEA,Information not available,à
2009,Florida,Eligible,268.7184
2009,Florida,Not eligible,289.1572
2009,Florida,Information not available,à
2009,Georgia,Eligible,264.6327
2009,Georgia,Not eligible,290.3856
2009,Georgia,Information not available,à
2009,Hawaii,Eligible,261.3924
2009,Hawaii,Not eligible,282.2250
2009,Hawaii,Information not available,à
2009,Idaho,Eligible,275.7085
2009,Idaho,Not eligible,293.7585
2009,Idaho,Information not available,à
2009,Illinois,Eligible,263.8758
2009,Illinois,Not eligible,294.0879
2009,Illinois,Information not available,à
2009,Indiana,Eligible,273.2340
2009,Indiana,Not eligible,294.8431
2009,Indiana,Information not available,à
2009,Iowa,Eligible,268.6786
2009,Iowa,Not eligible,291.9243
2009,Iowa,Information not available,à
2009,Kansas,Eligible,275.5871
2009,Kansas,Not eligible,298.2477
2009,Kansas,Information not available,à
2009,Kentucky,Eligible,267.8334
2009,Kentucky,Not eligible,289.7035
2009,Kentucky,Information not available,à
2009,Louisiana,Eligible,262.9980
2009,Louisiana,Not eligible,287.8200
2009,Louisiana,Information not available,à
2009,Maine,Eligible,272.1979
2009,Maine,Not eligible,293.9603
2009,Maine,Information not available,à
2009,Maryland,Eligible,267.0281
2009,Maryland,Not eligible,297.9371
2009,Maryland,Information not available,à
2009,Massachusetts,Eligible,278.1383
2009,Massachusetts,Not eligible,307.4523
2009,Massachusetts,Information not available,à
2009,Michigan,Eligible,260.2729
2009,Michigan,Not eligible,289.1358
2009,Michigan,Information not available,à
2009,Minnesota,Eligible,273.2320
2009,Minnesota,Not eligible,302.2473
2009,Minnesota,Information not available,à
2009,Mississippi,Eligible,256.1561
2009,Mississippi,Not eligible,283.0137
2009,Mississippi,Information not available,à
2009,Missouri,Eligible,271.5937
2009,Missouri,Not eligible,293.7331
2009,Missouri,Information not available,à
2009,Montana,Eligible,276.7704
2009,Montana,Not eligible,298.9986
2009,Montana,Information not available,à
2009,Nebraska,Eligible,267.1236
2009,Nebraska,Not eligible,294.4302
2009,Nebraska,Information not available,à
2009,Nevada,Eligible,263.0790
2009,Nevada,Not eligible,280.2622
2009,Nevada,Information not available,à
2009,New Hampshire,Eligible,275.8767
2009,New Hampshire,Not eligible,296.1058
2009,New Hampshire,Information not available,306.5826
2009,New Jersey,Eligible,270.0426
2009,New Jersey,Not eligible,300.4445
2009,New Jersey,Information not available,à
2009,New Mexico,Eligible,260.8363
2009,New Mexico,Not eligible,284.3463
2009,New Mexico,Information not available,à
2009,New York,Eligible,270.0408
2009,New York,Not eligible,293.1351
2009,New York,Information not available,283.9569
2009,North Carolina,Eligible,267.7037
2009,North Carolina,Not eligible,297.9435
2009,North Carolina,Information not available,284.7996
2009,North Dakota,Eligible,280.0005
2009,North Dakota,Not eligible,298.0424
2009,North Dakota,Information not available,à
2009,Ohio,Eligible,268.6519
2009,Ohio,Not eligible,294.3604
2009,Ohio,Information not available,à
2009,Oklahoma,Eligible,266.0073
2009,Oklahoma,Not eligible,284.7987
2009,Oklahoma,Information not available,à
2009,Oregon,Eligible,270.1121
2009,Oregon,Not eligible,295.9284
2009,Oregon,Information not available,à
2009,Pennsylvania,Eligible,268.4103
2009,Pennsylvania,Not eligible,298.0639
2009,Pennsylvania,Information not available,à
2009,Puerto Rico,Eligible,Ñ
2009,Puerto Rico,Not eligible,Ñ
2009,Puerto Rico,Information not available,Ñ
2009,Rhode Island,Eligible,261.4801
2009,Rhode Island,Not eligible,287.9347
2009,Rhode Island,Information not available,à
2009,South Carolina,Eligible,267.7104
2009,South Carolina,Not eligible,293.6879
2009,South Carolina,Information not available,à
2009,South Dakota,Eligible,276.2524
2009,South Dakota,Not eligible,297.2671
2009,South Dakota,Information not available,à
2009,Tennessee,Eligible,261.0755
2009,Tennessee,Not eligible,285.0872
2009,Tennessee,Information not available,à
2009,Texas,Eligible,275.5218
2009,Texas,Not eligible,299.1857
2009,Texas,Information not available,à
2009,Utah,Eligible,267.6680
2009,Utah,Not eligible,289.6977
2009,Utah,Information not available,294.1251
2009,Vermont,Eligible,276.5265
2009,Vermont,Not eligible,299.5582
2009,Vermont,Information not available,à
2009,Virginia,Eligible,268.0986
2009,Virginia,Not eligible,294.3219
2009,Virginia,Information not available,à
2009,Washington,Eligible,271.0654
2009,Washington,Not eligible,299.2996
2009,Washington,Information not available,à
2009,West Virginia,Eligible,261.6303
2009,West Virginia,Not eligible,279.7823
2009,West Virginia,Information not available,à
2009,Wisconsin,Eligible,269.2160
2009,Wisconsin,Not eligible,296.7821
2009,Wisconsin,Information not available,290.9407
2009,Wyoming,Eligible,273.7610
2009,Wyoming,Not eligible,291.0403
2009,Wyoming,Information not available,à
2007,National,Eligible,264.8661
2007,National,Not eligible,291.1699
2007,National,Information not available,291.3403
2007,Alabama,Eligible,250.4474
2007,Alabama,Not eligible,280.8841
2007,Alabama,Information not available,à
2007,Alaska,Eligible,265.8403
2007,Alaska,Not eligible,292.3047
2007,Alaska,Information not available,à
2007,Arizona,Eligible,261.9795
2007,Arizona,Not eligible,285.7581
2007,Arizona,Information not available,294.0976
2007,Arkansas,Eligible,263.0350
2007,Arkansas,Not eligible,285.3289
2007,Arkansas,Information not available,à
2007,California,Eligible,257.2851
2007,California,Not eligible,283.4585
2007,California,Information not available,266.2029
2007,Colorado,Eligible,267.3138
2007,Colorado,Not eligible,295.7336
2007,Colorado,Information not available,à
2007,Connecticut,Eligible,255.9822
2007,Connecticut,Not eligible,292.1121
2007,Connecticut,Information not available,à
2007,Delaware,Eligible,269.5170
2007,Delaware,Not eligible,289.7598
2007,Delaware,Information not available,à
2007,District of Columbia,Eligible,242.5151
2007,District of Columbia,Not eligible,258.7159
2007,District of Columbia,Information not available,à
2007,DoDEA,Eligible,à
2007,DoDEA,Not eligible,à
2007,DoDEA,Information not available,à
2007,Florida,Eligible,264.6540
2007,Florida,Not eligible,287.3662
2007,Florida,Information not available,à
2007,Georgia,Eligible,261.7199
2007,Georgia,Not eligible,286.6234
2007,Georgia,Information not available,à
2007,Hawaii,Eligible,258.2524
2007,Hawaii,Not eligible,276.4322
2007,Hawaii,Information not available,à
2007,Idaho,Eligible,272.5838
2007,Idaho,Not eligible,290.1155
2007,Idaho,Information not available,à
2007,Illinois,Eligible,262.3469
2007,Illinois,Not eligible,292.2714
2007,Illinois,Information not available,à
2007,Indiana,Eligible,270.7518
2007,Indiana,Not eligible,292.9741
2007,Indiana,Information not available,à
2007,Iowa,Eligible,270.0265
2007,Iowa,Not eligible,291.8551
2007,Iowa,Information not available,à
2007,Kansas,Eligible,275.1144
2007,Kansas,Not eligible,298.5284
2007,Kansas,Information not available,à
2007,Kentucky,Eligible,267.3529
2007,Kentucky,Not eligible,288.4472
2007,Kentucky,Information not available,à
2007,Louisiana,Eligible,264.1208
2007,Louisiana,Not eligible,283.6235
2007,Louisiana,Information not available,à
2007,Maine,Eligible,274.8362
2007,Maine,Not eligible,292.0136
2007,Maine,Information not available,à
2007,Maryland,Eligible,267.8143
2007,Maryland,Not eligible,292.9646
2007,Maryland,Information not available,à
2007,Massachusetts,Eligible,274.6053
2007,Massachusetts,Not eligible,306.0372
2007,Massachusetts,Information not available,à
2007,Michigan,Eligible,259.3457
2007,Michigan,Not eligible,285.3668
2007,Michigan,Information not available,à
2007,Minnesota,Eligible,272.7506
2007,Minnesota,Not eligible,298.3497
2007,Minnesota,Information not available,à
2007,Mississippi,Eligible,256.8098
2007,Mississippi,Not eligible,280.3490
2007,Mississippi,Information not available,à
2007,Missouri,Eligible,265.8738
2007,Missouri,Not eligible,290.3715
2007,Missouri,Information not available,à
2007,Montana,Eligible,272.0527
2007,Montana,Not eligible,295.0086
2007,Montana,Information not available,à
2007,Nebraska,Eligible,265.1955
2007,Nebraska,Not eligible,292.7972
2007,Nebraska,Information not available,à
2007,Nevada,Eligible,258.8292
2007,Nevada,Not eligible,278.7346
2007,Nevada,Information not available,265.3380
2007,New Hampshire,Eligible,270.7201
2007,New Hampshire,Not eligible,290.9873
2007,New Hampshire,Information not available,290.5266
2007,New Jersey,Eligible,266.0606
2007,New Jersey,Not eligible,297.3370
2007,New Jersey,Information not available,à
2007,New Mexico,Eligible,257.7355
2007,New Mexico,Not eligible,281.7734
2007,New Mexico,Information not available,à
2007,New York,Eligible,267.9538
2007,New York,Not eligible,292.1299
2007,New York,Information not available,à
2007,North Carolina,Eligible,268.3746
2007,North Carolina,Not eligible,296.4345
2007,North Carolina,Information not available,à
2007,North Dakota,Eligible,280.1621
2007,North Dakota,Not eligible,295.5739
2007,North Dakota,Information not available,à
2007,Ohio,Eligible,267.7651
2007,Ohio,Not eligible,292.5662
2007,Ohio,Information not available,à
2007,Oklahoma,Eligible,264.4907
2007,Oklahoma,Not eligible,284.9665
2007,Oklahoma,Information not available,à
2007,Oregon,Eligible,269.9155
2007,Oregon,Not eligible,293.6648
2007,Oregon,Information not available,275.3799
2007,Pennsylvania,Eligible,267.4488
2007,Pennsylvania,Not eligible,293.8845
2007,Pennsylvania,Information not available,à
2007,Puerto Rico,Eligible,Ñ
2007,Puerto Rico,Not eligible,Ñ
2007,Puerto Rico,Information not available,Ñ
2007,Rhode Island,Eligible,256.5944
2007,Rhode Island,Not eligible,284.6922
2007,Rhode Island,Information not available,à
2007,South Carolina,Eligible,268.6632
2007,South Carolina,Not eligible,293.6961
2007,South Carolina,Information not available,à
2007,South Dakota,Eligible,275.1121
2007,South Dakota,Not eligible,294.2618
2007,South Dakota,Information not available,à
2007,Tennessee,Eligible,261.8398
2007,Tennessee,Not eligible,284.0431
2007,Tennessee,Information not available,à
2007,Texas,Eligible,274.6796
2007,Texas,Not eligible,297.2210
2007,Texas,Information not available,à
2007,Utah,Eligible,267.4308
2007,Utah,Not eligible,286.9578
2007,Utah,Information not available,à
2007,Vermont,Eligible,277.3615
2007,Vermont,Not eligible,296.1314
2007,Vermont,Information not available,à
2007,Virginia,Eligible,268.2268
2007,Virginia,Not eligible,295.0116
2007,Virginia,Information not available,à
2007,Washington,Eligible,267.9051
2007,Washington,Not eligible,293.8325
2007,Washington,Information not available,à
2007,West Virginia,Eligible,260.1791
2007,West Virginia,Not eligible,279.3843
2007,West Virginia,Information not available,à
2007,Wisconsin,Eligible,265.8590
2007,Wisconsin,Not eligible,293.3870
2007,Wisconsin,Information not available,à
2007,Wyoming,Eligible,275.3515
2007,Wyoming,Not eligible,291.4874
2007,Wyoming,Information not available,à
2005,National,Eligible,261.6260
2005,National,Not eligible,288.4278
2005,National,Information not available,289.1461
2005,Alabama,Eligible,248.1228
2005,Alabama,Not eligible,275.5362
2005,Alabama,Information not available,à
2005,Alaska,Eligible,264.4526
2005,Alaska,Not eligible,286.5688
2005,Alaska,Information not available,à
2005,Arizona,Eligible,260.2996
2005,Arizona,Not eligible,284.5776
2005,Arizona,Information not available,280.8906
2005,Arkansas,Eligible,259.6323
2005,Arkansas,Not eligible,282.3516
2005,Arkansas,Information not available,à
2005,California,Eligible,254.1893
2005,California,Not eligible,281.7926
2005,California,Information not available,263.8348
2005,Colorado,Eligible,261.4675
2005,Colorado,Not eligible,289.9020
2005,Colorado,Information not available,à
2005,Connecticut,Eligible,254.6436
2005,Connecticut,Not eligible,291.7107
2005,Connecticut,Information not available,à
2005,Delaware,Eligible,264.8824
2005,Delaware,Not eligible,287.7670
2005,Delaware,Information not available,305.2746
2005,District of Columbia,Eligible,240.5144
2005,District of Columbia,Not eligible,260.5654
2005,District of Columbia,Information not available,à
2005,DoDEA,Eligible,à
2005,DoDEA,Not eligible,à
2005,DoDEA,Information not available,à
2005,Florida,Eligible,260.0593
2005,Florida,Not eligible,285.3357
2005,Florida,Information not available,à
2005,Georgia,Eligible,256.7653
2005,Georgia,Not eligible,285.1891
2005,Georgia,Information not available,279.0589
2005,Hawaii,Eligible,251.2046
2005,Hawaii,Not eligible,275.8302
2005,Hawaii,Information not available,à
2005,Idaho,Eligible,271.6247
2005,Idaho,Not eligible,286.2413
2005,Idaho,Information not available,à
2005,Illinois,Eligible,258.1721
2005,Illinois,Not eligible,289.7172
2005,Illinois,Information not available,à
2005,Indiana,Eligible,267.7315
2005,Indiana,Not eligible,290.0869
2005,Indiana,Information not available,à
2005,Iowa,Eligible,269.3279
2005,Iowa,Not eligible,289.6995
2005,Iowa,Information not available,à
2005,Kansas,Eligible,269.5275
2005,Kansas,Not eligible,292.6453
2005,Kansas,Information not available,à
2005,Kentucky,Eligible,264.3147
2005,Kentucky,Not eligible,282.6887
2005,Kentucky,Information not available,à
2005,Louisiana,Eligible,258.2513
2005,Louisiana,Not eligible,279.5321
2005,Louisiana,Information not available,à
2005,Maine,Eligible,268.7686
2005,Maine,Not eligible,286.3768
2005,Maine,Information not available,à
2005,Maryland,Eligible,258.0460
2005,Maryland,Not eligible,286.8789
2005,Maryland,Information not available,269.7633
2005,Massachusetts,Eligible,273.0188
2005,Massachusetts,Not eligible,299.0088
2005,Massachusetts,Information not available,295.8098
2005,Michigan,Eligible,258.3600
2005,Michigan,Not eligible,284.7521
2005,Michigan,Information not available,à
2005,Minnesota,Eligible,270.3815
2005,Minnesota,Not eligible,297.3702
2005,Minnesota,Information not available,à
2005,Mississippi,Eligible,252.5981
2005,Mississippi,Not eligible,279.0871
2005,Mississippi,Information not available,à
2005,Missouri,Eligible,262.0650
2005,Missouri,Not eligible,285.8760
2005,Missouri,Information not available,à
2005,Montana,Eligible,271.9757
2005,Montana,Not eligible,293.0326
2005,Montana,Information not available,à
2005,Nebraska,Eligible,267.5892
2005,Nebraska,Not eligible,291.3135
2005,Nebraska,Information not available,à
2005,Nevada,Eligible,255.8213
2005,Nevada,Not eligible,276.6759
2005,Nevada,Information not available,274.3742
2005,New Hampshire,Eligible,271.4602
2005,New Hampshire,Not eligible,287.8274
2005,New Hampshire,Information not available,à
2005,New Jersey,Eligible,261.7432
2005,New Jersey,Not eligible,291.9079
2005,New Jersey,Information not available,291.8088
2005,New Mexico,Eligible,254.1957
2005,New Mexico,Not eligible,278.2624
2005,New Mexico,Information not available,270.7527
2005,New York,Eligible,266.9453
2005,New York,Not eligible,291.3461
2005,New York,Information not available,279.7352
2005,North Carolina,Eligible,265.5964
2005,North Carolina,Not eligible,292.5544
2005,North Carolina,Information not available,à
2005,North Dakota,Eligible,273.9143
2005,North Dakota,Not eligible,292.0685
2005,North Dakota,Information not available,à
2005,Ohio,Eligible,265.1707
2005,Ohio,Not eligible,290.2008
2005,Ohio,Information not available,297.1442
2005,Oklahoma,Eligible,259.8621
2005,Oklahoma,Not eligible,283.0660
2005,Oklahoma,Information not available,à
2005,Oregon,Eligible,269.8716
2005,Oregon,Not eligible,288.9816
2005,Oregon,Information not available,277.4877
2005,Pennsylvania,Eligible,262.0984
2005,Pennsylvania,Not eligible,289.4225
2005,Pennsylvania,Information not available,à
2005,Puerto Rico,Eligible,à
2005,Puerto Rico,Not eligible,à
2005,Puerto Rico,Information not available,à
2005,Rhode Island,Eligible,251.9393
2005,Rhode Island,Not eligible,281.7156
2005,Rhode Island,Information not available,à
2005,South Carolina,Eligible,267.2765
2005,South Carolina,Not eligible,293.6354
2005,South Carolina,Information not available,à
2005,South Dakota,Eligible,275.9526
2005,South Dakota,Not eligible,293.5267
2005,South Dakota,Information not available,à
2005,Tennessee,Eligible,256.1407
2005,Tennessee,Not eligible,282.1182
2005,Tennessee,Information not available,à
2005,Texas,Eligible,267.9156
2005,Texas,Not eligible,292.6924
2005,Texas,Information not available,à
2005,Utah,Eligible,267.5857
2005,Utah,Not eligible,284.4115
2005,Utah,Information not available,à
2005,Vermont,Eligible,272.0546
2005,Vermont,Not eligible,293.1699
2005,Vermont,Information not available,à
2005,Virginia,Eligible,263.0785
2005,Virginia,Not eligible,292.1779
2005,Virginia,Information not available,à
2005,Washington,Eligible,268.7566
2005,Washington,Not eligible,293.6342
2005,Washington,Information not available,280.0550
2005,West Virginia,Eligible,259.0648
2005,West Virginia,Not eligible,278.3214
2005,West Virginia,Information not available,à
2005,Wisconsin,Eligible,263.3987
2005,Wisconsin,Not eligible,292.2679
2005,Wisconsin,Information not available,à
2005,Wyoming,Eligible,271.5136
2005,Wyoming,Not eligible,286.6723
2005,Wyoming,Information not available,à
2003,National,Eligible,259.1236
2003,National,Not eligible,287.0917
2003,National,Information not available,285.3477
2003,Alabama,Eligible,246.3249
2003,Alabama,Not eligible,275.6740
2003,Alabama,Information not available,à
2003,Alaska,Eligible,260.2416
2003,Alaska,Not eligible,285.4082
2003,Alaska,Information not available,281.0321
2003,Arizona,Eligible,257.7083
2003,Arizona,Not eligible,282.1953
2003,Arizona,Information not available,273.7352
2003,Arkansas,Eligible,256.2945
2003,Arkansas,Not eligible,276.3540
2003,Arkansas,Information not available,248.1853
2003,California,Eligible,250.7168
2003,California,Not eligible,280.5012
2003,California,Information not available,270.7884
2003,Colorado,Eligible,261.6506
2003,Colorado,Not eligible,291.6691
2003,Colorado,Information not available,à
2003,Connecticut,Eligible,260.2698
2003,Connecticut,Not eligible,292.1824
2003,Connecticut,Information not available,287.0995
2003,Delaware,Eligible,260.7108
2003,Delaware,Not eligible,284.6061
2003,Delaware,Information not available,290.5467
2003,District of Columbia,Eligible,235.3764
2003,District of Columbia,Not eligible,253.7294
2003,District of Columbia,Information not available,251.6982
2003,DoDEA,Eligible,à
2003,DoDEA,Not eligible,à
2003,DoDEA,Information not available,à
2003,Florida,Eligible,255.6804
2003,Florida,Not eligible,283.9712
2003,Florida,Information not available,276.7491
2003,Georgia,Eligible,252.6590
2003,Georgia,Not eligible,284.4948
2003,Georgia,Information not available,261.7985
2003,Hawaii,Eligible,253.9901
2003,Hawaii,Not eligible,274.9323
2003,Hawaii,Information not available,à
2003,Idaho,Eligible,267.1029
2003,Idaho,Not eligible,287.0328
2003,Idaho,Information not available,286.2374
2003,Illinois,Eligible,256.2792
2003,Illinois,Not eligible,290.3467
2003,Illinois,Information not available,268.9087
2003,Indiana,Eligible,265.9179
2003,Indiana,Not eligible,287.6789
2003,Indiana,Information not available,285.3750
2003,Iowa,Eligible,265.9792
2003,Iowa,Not eligible,289.8185
2003,Iowa,Information not available,290.9301
2003,Kansas,Eligible,270.4711
2003,Kansas,Not eligible,291.0024
2003,Kansas,Information not available,à
2003,Kentucky,Eligible,261.2885
2003,Kentucky,Not eligible,283.7946
2003,Kentucky,Information not available,à
2003,Louisiana,Eligible,255.8348
2003,Louisiana,Not eligible,279.8876
2003,Louisiana,Information not available,266.9397
2003,Maine,Eligible,267.9521
2003,Maine,Not eligible,287.4653
2003,Maine,Information not available,à
2003,Maryland,Eligible,254.9483
2003,Maryland,Not eligible,285.0185
2003,Maryland,Information not available,294.7687
2003,Massachusetts,Eligible,261.0322
2003,Massachusetts,Not eligible,294.7572
2003,Massachusetts,Information not available,291.1822
2003,Michigan,Eligible,257.1098
2003,Michigan,Not eligible,284.5940
2003,Michigan,Information not available,271.7220
2003,Minnesota,Eligible,270.8701
2003,Minnesota,Not eligible,296.6046
2003,Minnesota,Information not available,à
2003,Mississippi,Eligible,250.6161
2003,Mississippi,Not eligible,274.8183
2003,Mississippi,Information not available,273.7119
2003,Missouri,Eligible,262.9958
2003,Missouri,Not eligible,285.9407
2003,Missouri,Information not available,280.8484
2003,Montana,Eligible,272.9429
2003,Montana,Not eligible,291.6436
2003,Montana,Information not available,289.1822
2003,Nebraska,Eligible,264.8693
2003,Nebraska,Not eligible,289.8949
2003,Nebraska,Information not available,274.9367
2003,Nevada,Eligible,254.3449
2003,Nevada,Not eligible,274.4371
2003,Nevada,Information not available,273.8533
2003,New Hampshire,Eligible,267.7803
2003,New Hampshire,Not eligible,289.2166
2003,New Hampshire,Information not available,286.0338
2003,New Jersey,Eligible,255.5635
2003,New Jersey,Not eligible,290.0170
2003,New Jersey,Information not available,284.1137
2003,New Mexico,Eligible,252.1582
2003,New Mexico,Not eligible,274.8192
2003,New Mexico,Information not available,276.1839
2003,New York,Eligible,262.4513
2003,New York,Not eligible,293.4050
