Year,Jurisdiction,All students,Average scale score
2017,Kansas,All students,267.49003
2017,Kentucky,All students,265.13344
2017,Louisiana,All students,256.75147
2017,Maine,All students,268.93063
2017,Maryland,All students,267.25053
2017,Massachusetts,All students,277.78259
2017,Michigan,All students,265.46893
2017,Minnesota,All students,268.61682
2017,Mississippi,All students,256.34470
2017,Missouri,All students,266.03501
2017,Montana,All students,267.20822
2017,Nebraska,All students,268.52856
2017,Nevada,All students,259.80641
2017,New Hampshire,All students,274.78604
2017,New Jersey,All students,275.04455
2017,New Mexico,All students,255.57854
2017,New York,All students,264.15758
2017,North Carolina,All students,262.72048
2017,North Dakota,All students,265.08192
2017,Ohio,All students,268.45064
2017,Oklahoma,All students,261.23693
2017,Oregon,All students,266.21668
2017,Pennsylvania,All students,269.55382
2017,Rhode Island,All students,265.76786
2017,South Carolina,All students,259.75300
2017,South Dakota,All students,267.35573
2017,Tennessee,All students,262.04685
2017,Texas,All students,260.34258
2017,Utah,All students,268.75242
2017,Vermont,All students,273.40264
2017,Virginia,All students,267.74478
2017,Washington,All students,271.61702
2017,West Virginia,All students,258.70030
2017,Wisconsin,All students,269.37146
2017,Wyoming,All students,269.02003
2015,National,All students,265.44331
2015,Alabama,All students,258.75376
2015,Alaska,All students,260.31702
2015,Arizona,All students,262.76939
2015,Arkansas,All students,258.76827
2015,California,All students,258.98684
2015,Colorado,All students,268.07323
2015,Connecticut,All students,273.04803
2015,Delaware,All students,262.61329
2015,District of Columbia,All students,247.65344
2015,DoDEA,All students,277.19136
2015,Florida,All students,263.38300
2015,Georgia,All students,262.26861
2015,Hawaii,All students,257.35044
2015,Idaho,All students,268.55348
2015,Illinois,All students,266.80673
2015,Indiana,All students,268.25347
2015,Iowa,All students,268.20060
2015,Kansas,All students,266.76553
2015,Kentucky,All students,267.77290
2015,Louisiana,All students,255.46942
2015,Maine,All students,268.39124
2015,Maryland,All students,267.90553
2015,Massachusetts,All students,274.49757
2015,Michigan,All students,264.49676
2015,Minnesota,All students,270.23682
2015,Mississippi,All students,251.97617
2015,Missouri,All students,266.87635
2015,Montana,All students,269.95678
2015,Nebraska,All students,269.42621
2015,Nevada,All students,259.41738
2015,New Hampshire,All students,274.80675
2015,New Jersey,All students,270.85371
2015,New Mexico,All students,253.22777
2015,New York,All students,263.24766
2015,North Carolina,All students,260.59456
2015,North Dakota,All students,266.95532
2015,Ohio,All students,265.87922
2015,Oklahoma,All students,262.67315
2015,Oregon,All students,267.67052
2015,Pennsylvania,All students,268.74612
2015,Rhode Island,All students,265.05086
2015,South Carolina,All students,260.33142
2015,South Dakota,All students,267.07986
2015,Tennessee,All students,264.77123
2015,Texas,All students,260.65514
2015,Utah,All students,269.43066
2015,Vermont,All students,273.96183
2015,Virginia,All students,266.83605
2015,Washington,All students,267.25088
2015,West Virginia,All students,260.18527
2015,Wisconsin,All students,269.53373
2015,Wyoming,All students,268.80336
2013,National,All students,267.59831
2013,Alabama,All students,257.42784
2013,Alaska,All students,261.25609
2013,Arizona,All students,260.44829
2013,Arkansas,All students,261.96449
2013,California,All students,261.50246
2013,Colorado,All students,271.00909
2013,Connecticut,All students,274.45954
2013,Delaware,All students,265.98498
2013,District of Columbia,All students,247.73915
2013,DoDEA,All students,276.99437
2013,Florida,All students,265.82830
2013,Georgia,All students,264.61571
2013,Hawaii,All students,259.96057
2013,Idaho,All students,270.22417
2013,Illinois,All students,266.89872
2013,Indiana,All students,267.27297
2013,Iowa,All students,269.00345
2013,Kansas,All students,266.88752
2013,Kentucky,All students,269.61647
2013,Louisiana,All students,257.35124
2013,Maine,All students,269.19376
2013,Maryland,All students,273.80190
2013,Massachusetts,All students,277.00956
2013,Michigan,All students,265.94296
2013,Minnesota,All students,271.01965
2013,Mississippi,All students,253.14782
2013,Missouri,All students,267.21501
2013,Montana,All students,271.76578
2013,Nebraska,All students,269.22191
2013,Nevada,All students,261.69598
2013,New Hampshire,All students,274.30773
2013,New Jersey,All students,276.37799
2013,New Mexico,All students,255.87008
2013,New York,All students,266.34606
2013,North Carolina,All students,264.54100
2013,North Dakota,All students,267.77920
2013,Ohio,All students,269.08697
2013,Oklahoma,All students,261.93150
2013,Oregon,All students,268.28266
2013,Pennsylvania,All students,272.08537
2013,Rhode Island,All students,266.67705
2013,South Carolina,All students,261.44905
2013,South Dakota,All students,268.10077
2013,Tennessee,All students,265.35950
2013,Texas,All students,263.68414
2013,Utah,All students,270.04193
2013,Vermont,All students,274.36855
2013,Virginia,All students,267.58986
2013,Washington,All students,272.03612
2013,West Virginia,All students,257.38351
2013,Wisconsin,All students,267.54299
2013,Wyoming,All students,270.96617
2011,National,All students,265.19876
2011,Alabama,All students,258.42109
2011,Alaska,All students,261.28525
2011,Arizona,All students,260.14801
2011,Arkansas,All students,259.14094
2011,California,All students,254.93522
2011,Colorado,All students,270.63620
2011,Connecticut,All students,274.68140
2011,Delaware,All students,265.83948
2011,District of Columbia,All students,242.05637
2011,DoDEA,All students,272.34996
2011,Florida,All students,262.12137
2011,Georgia,All students,262.35864
2011,Hawaii,All students,257.18801
2011,Idaho,All students,268.01467
2011,Illinois,All students,265.64373
2011,Indiana,All students,264.72984
2011,Iowa,All students,264.55453
2011,Kansas,All students,267.33640
2011,Kentucky,All students,268.83396
2011,Louisiana,All students,254.68835
2011,Maine,All students,269.87241
2011,Maryland,All students,271.22290
2011,Massachusetts,All students,275.36852
2011,Michigan,All students,265.19404
2011,Minnesota,All students,270.14896
2011,Mississippi,All students,253.83344
2011,Missouri,All students,266.76205
2011,Montana,All students,272.87414
2011,Nebraska,All students,267.70387
2011,Nevada,All students,258.19326
2011,New Hampshire,All students,272.07863
2011,New Jersey,All students,275.18316
2011,New Mexico,All students,255.86163
2011,New York,All students,265.69703
2011,North Carolina,All students,262.92896
2011,North Dakota,All students,268.69422
2011,Ohio,All students,268.28395
2011,Oklahoma,All students,260.12126
2011,Oregon,All students,264.22561
2011,Pennsylvania,All students,267.75060
2011,Rhode Island,All students,265.11956
2011,South Carolina,All students,260.30702
2011,South Dakota,All students,268.94154
2011,Tennessee,All students,259.20837
2011,Texas,All students,261.42839
2011,Utah,All students,267.08741
2011,Vermont,All students,273.84077
2011,Virginia,All students,267.27289
2011,Washington,All students,267.57747
2011,West Virginia,All students,256.10686
2011,Wisconsin,All students,267.16703
2011,Wyoming,All students,269.56873
2009,National,All students,264.01000
2009,Alabama,All students,254.89525
2009,Alaska,All students,259.44943
2009,Arizona,All students,257.59528
2009,Arkansas,All students,258.04858
2009,California,All students,252.63138
2009,Colorado,All students,265.51312
2009,Connecticut,All students,271.81013
2009,Delaware,All students,264.99897
2009,District of Columbia,All students,242.49042
2009,DoDEA,All students,272.45932
2009,Florida,All students,264.36204
2009,Georgia,All students,260.24452
2009,Hawaii,All students,254.73898
2009,Idaho,All students,264.83718
2009,Illinois,All students,264.51400
2009,Indiana,All students,265.69124
2009,Iowa,All students,264.88813
2009,Kansas,All students,266.79952
2009,Kentucky,All students,266.85402
2009,Louisiana,All students,253.32900
2009,Maine,All students,267.70650
2009,Maryland,All students,267.29806
2009,Massachusetts,All students,273.58929
2009,Michigan,All students,261.89815
2009,Minnesota,All students,269.73982
2009,Mississippi,All students,251.30565
2009,Missouri,All students,266.87646
2009,Montana,All students,270.39393
2009,Nebraska,All students,267.06786
2009,Nevada,All students,253.84095
2009,New Hampshire,All students,270.74816
2009,New Jersey,All students,272.80263
2009,New Mexico,All students,254.12917
2009,New York,All students,264.28806
2009,North Carolina,All students,259.52849
2009,North Dakota,All students,269.23998
2009,Ohio,All students,268.67824
2009,Oklahoma,All students,259.49577
2009,Oregon,All students,265.08925
2009,Pennsylvania,All students,270.70054
2009,Rhode Island,All students,259.88559
2009,South Carolina,All students,257.27418
2009,South Dakota,All students,270.06099
2009,Tennessee,All students,260.94668
2009,Texas,All students,260.36880
2009,Utah,All students,265.59158
2009,Vermont,All students,272.30513
2009,Virginia,All students,265.64198
2009,Washington,All students,266.91762
2009,West Virginia,All students,254.79975
2009,Wisconsin,All students,265.81262
2009,Wyoming,All students,268.15943
2007,National,All students,262.79168
2007,Alabama,All students,251.93688
2007,Alaska,All students,258.79846
2007,Arizona,All students,254.82879
2007,Arkansas,All students,257.96100
2007,California,All students,251.28779
2007,Colorado,All students,266.40788
2007,Connecticut,All students,267.05569
2007,Delaware,All students,264.54483
2007,District of Columbia,All students,240.79362
2007,DoDEA,All students,272.69255
2007,Florida,All students,259.79072
2007,Georgia,All students,258.70499
2007,Hawaii,All students,251.33081
2007,Idaho,All students,264.88634
2007,Illinois,All students,262.82662
2007,Indiana,All students,264.09596
2007,Iowa,All students,267.45072
2007,Kansas,All students,267.41379
2007,Kentucky,All students,261.96595
2007,Louisiana,All students,253.23829
2007,Maine,All students,269.92015
2007,Maryland,All students,265.24012
2007,Massachusetts,All students,273.28405
2007,Michigan,All students,260.31771
2007,Minnesota,All students,268.19744
2007,Mississippi,All students,250.06357
2007,Missouri,All students,263.44232
2007,Montana,All students,270.93785
2007,Nebraska,All students,267.03085
2007,Nevada,All students,252.34847
2007,New Hampshire,All students,269.73459
2007,New Jersey,All students,270.14155
2007,New Mexico,All students,250.75317
2007,New York,All students,263.54572
2007,North Carolina,All students,259.13670
2007,North Dakota,All students,268.01767
2007,Ohio,All students,267.97898
2007,Oklahoma,All students,259.54723
2007,Oregon,All students,265.71021
2007,Pennsylvania,All students,267.66563
2007,Rhode Island,All students,258.32112
2007,South Carolina,All students,257.42120
2007,South Dakota,All students,269.59676
2007,Tennessee,All students,259.16195
2007,Texas,All students,260.81292
2007,Utah,All students,262.22802
2007,Vermont,All students,273.04576
2007,Virginia,All students,266.87874
2007,Washington,All students,264.94778
2007,West Virginia,All students,254.99855
2007,Wisconsin,All students,264.18451
2007,Wyoming,All students,266.22554
2005,National,All students,262.16966
2005,Alabama,All students,251.97839
2005,Alaska,All students,258.72127
2005,Arizona,All students,254.78794
2005,Arkansas,All students,257.69173
2005,California,All students,250.43106
2005,Colorado,All students,264.75811
2005,Connecticut,All students,264.01276
2005,Delaware,All students,266.00937
2005,District of Columbia,All students,238.20309
2005,DoDEA,All students,270.50874
2005,Florida,All students,255.77997
2005,Georgia,All students,256.87238
2005,Hawaii,All students,248.50542
2005,Idaho,All students,264.30174
2005,Illinois,All students,263.51703
2005,Indiana,All students,261.01369
2005,Iowa,All students,267.00317
2005,Kansas,All students,266.83123
2005,Kentucky,All students,263.93842
2005,Louisiana,All students,252.69159
2005,Maine,All students,269.98344
2005,Maryland,All students,260.78238
2005,Massachusetts,All students,273.71606
2005,Michigan,All students,261.13847
2005,Minnesota,All students,268.35667
2005,Mississippi,All students,250.53067
2005,Missouri,All students,264.65937
2005,Montana,All students,269.22413
2005,Nebraska,All students,267.45569
2005,Nevada,All students,252.86906
2005,New Hampshire,All students,269.65127
2005,New Jersey,All students,269.42323
2005,New Mexico,All students,251.03333
2005,New York,All students,265.13856
2005,North Carolina,All students,258.16019
2005,North Dakota,All students,270.24376
2005,Ohio,All students,266.76728
2005,Oklahoma,All students,259.63136
2005,Oregon,All students,263.15689
2005,Pennsylvania,All students,266.82191
2005,Rhode Island,All students,260.96833
2005,South Carolina,All students,257.16910
2005,South Dakota,All students,268.54044
2005,Tennessee,All students,259.07234
2005,Texas,All students,258.19160
2005,Utah,All students,261.87087
2005,Vermont,All students,268.77242
2005,Virginia,All students,267.80897
2005,Washington,All students,264.65655
2005,West Virginia,All students,255.07338
2005,Wisconsin,All students,266.22856
2005,Wyoming,All students,268.12423
2003,National,All students,263.29027
2003,Alabama,All students,253.17259
2003,Alaska,All students,256.40963
2003,Arizona,All students,255.32012
2003,Arkansas,All students,257.99809
2003,California,All students,251.00750
2003,Colorado,All students,267.59264
2003,Connecticut,All students,267.21808
2003,Delaware,All students,264.53205
2003,District of Columbia,All students,238.70073
2003,DoDEA,All students,271.79097
2003,Florida,All students,257.30132
2003,Georgia,All students,257.71482
2003,Hawaii,All students,251.28480
2003,Idaho,All students,264.43978
2003,Illinois,All students,266.40897
2003,Indiana,All students,264.83253
2003,Iowa,All students,267.50483
2003,Kansas,All students,266.01169
2003,Kentucky,All students,266.19144
2003,Louisiana,All students,253.44829
2003,Maine,All students,268.32327
2003,Maryland,All students,261.59573
2003,Massachusetts,All students,272.90665
2003,Michigan,All students,264.37829
2003,Minnesota,All students,267.71136
2003,Mississippi,All students,255.01083
2003,Missouri,All students,267.36367
2003,Montana,All students,269.83342
2003,Nebraska,All students,266.31369
2003,Nevada,All students,252.30992
2003,New Hampshire,All students,270.73445
2003,New Jersey,All students,267.78695
2003,New Mexico,All students,251.59916
2003,New York,All students,265.32979
2003,North Carolina,All students,261.71164
2003,North Dakota,All students,269.73035
2003,Ohio,All students,266.56611
2003,Oklahoma,All students,261.71996
2003,Oregon,All students,264.02557
2003,Pennsylvania,All students,264.26737
2003,Rhode Island,All students,260.87957
2003,South Carolina,All students,258.08899
2003,South Dakota,All students,269.97106
2003,Tennessee,All students,258.10836
2003,Texas,All students,258.77726
2003,Utah,All students,264.30344
2003,Vermont,All students,270.51944
2003,Virginia,All students,268.00482
2003,Washington,All students,264.49407
2003,West Virginia,All students,259.56424
2003,Wisconsin,All students,266.46862
2003,Wyoming,All students,267.00103
,,,
,,,
