Year,Jurisdiction,"National School Lunch Program eligibility, 3 categories",Average scale score
2013,Washington,Not eligible,237.7443
2013,Washington,Information not available,à
2013,West Virginia,Eligible,210.9083
2013,West Virginia,Not eligible,225.1934
2013,West Virginia,Information not available,à
2013,Wisconsin,Eligible,205.4035
2013,Wisconsin,Not eligible,233.2957
2013,Wisconsin,Information not available,à
2013,Wyoming,Eligible,215.2321
2013,Wyoming,Not eligible,232.9630
2013,Wyoming,Information not available,à
2011,National,Eligible,206.8718
2011,National,Not eligible,234.5885
2011,National,Information not available,234.9186
2011,Alabama,Eligible,209.0373
2011,Alabama,Not eligible,235.4782
2011,Alabama,Information not available,à
2011,Alaska,Eligible,191.2606
2011,Alaska,Not eligible,223.0160
2011,Alaska,Information not available,à
2011,Arizona,Eligible,201.7512
2011,Arizona,Not eligible,227.0413
2011,Arizona,Information not available,225.0095
2011,Arkansas,Eligible,207.4010
2011,Arkansas,Not eligible,232.9403
2011,Arkansas,Information not available,à
2011,California,Eligible,198.0150
2011,California,Not eligible,230.2418
2011,California,Information not available,198.1695
2011,Colorado,Eligible,205.4532
2011,Colorado,Not eligible,238.8528
2011,Colorado,Information not available,à
2011,Connecticut,Eligible,205.2460
2011,Connecticut,Not eligible,240.5766
2011,Connecticut,Information not available,à
2011,Delaware,Eligible,213.5521
2011,Delaware,Not eligible,236.4363
2011,Delaware,Information not available,à
2011,District of Columbia,Eligible,190.6286
2011,District of Columbia,Not eligible,229.6977
2011,District of Columbia,Information not available,à
2011,DoDEA,Eligible,à
2011,DoDEA,Not eligible,à
2011,DoDEA,Information not available,à
2011,Florida,Eligible,215.8553
2011,Florida,Not eligible,238.6577
2011,Florida,Information not available,à
2011,Georgia,Eligible,209.3006
2011,Georgia,Not eligible,234.9550
2011,Georgia,Information not available,à
2011,Hawaii,Eligible,200.8911
2011,Hawaii,Not eligible,225.4124
2011,Hawaii,Information not available,à
2011,Idaho,Eligible,210.3553
2011,Idaho,Not eligible,231.2206
2011,Idaho,Information not available,à
2011,Illinois,Eligible,202.7168
2011,Illinois,Not eligible,235.1326
2011,Illinois,Information not available,à
2011,Indiana,Eligible,209.8213
2011,Indiana,Not eligible,232.2837
2011,Indiana,Information not available,à
2011,Iowa,Eligible,205.6873
2011,Iowa,Not eligible,231.3547
2011,Iowa,Information not available,à
2011,Kansas,Eligible,211.6464
2011,Kansas,Not eligible,235.6987
2011,Kansas,Information not available,à
2011,Kentucky,Eligible,215.5621
2011,Kentucky,Not eligible,236.2719
2011,Kentucky,Information not available,à
2011,Louisiana,Eligible,202.3474
2011,Louisiana,Not eligible,228.4236
2011,Louisiana,Information not available,à
2011,Maine,Eligible,210.3930
2011,Maine,Not eligible,231.8771
2011,Maine,Information not available,à
2011,Maryland,Eligible,214.5939
2011,Maryland,Not eligible,241.9631
2011,Maryland,Information not available,à
2011,Massachusetts,Eligible,218.4839
2011,Massachusetts,Not eligible,245.8814
2011,Massachusetts,Information not available,à
2011,Michigan,Eligible,204.5137
2011,Michigan,Not eligible,230.7224
2011,Michigan,Information not available,à
2011,Minnesota,Eligible,204.6512
2011,Minnesota,Not eligible,233.0937
2011,Minnesota,Information not available,à
2011,Mississippi,Eligible,201.8283
2011,Mississippi,Not eligible,228.6299
2011,Mississippi,Information not available,à
2011,Missouri,Eligible,206.7528
2011,Missouri,Not eligible,234.3532
2011,Missouri,Information not available,à
2011,Montana,Eligible,213.9594
2011,Montana,Not eligible,233.4608
2011,Montana,Information not available,à
2011,Nebraska,Eligible,208.7497
2011,Nebraska,Not eligible,234.1590
2011,Nebraska,Information not available,à
2011,Nevada,Eligible,201.9497
2011,Nevada,Not eligible,226.8455
2011,Nevada,Information not available,à
2011,New Hampshire,Eligible,215.9123
2011,New Hampshire,Not eligible,235.5208
2011,New Hampshire,Information not available,à
2011,New Jersey,Eligible,214.9294
2011,New Jersey,Not eligible,240.3267
2011,New Jersey,Information not available,à
2011,New Mexico,Eligible,200.1251
2011,New Mexico,Not eligible,226.8441
2011,New Mexico,Information not available,à
2011,New York,Eligible,211.7050
2011,New York,Not eligible,235.5691
2011,New York,Information not available,235.6908
2011,North Carolina,Eligible,208.2596
2011,North Carolina,Not eligible,236.0454
2011,North Carolina,Information not available,à
2011,North Dakota,Eligible,216.1018
2011,North Dakota,Not eligible,230.6804
2011,North Dakota,Information not available,à
2011,Ohio,Eligible,211.5094
2011,Ohio,Not eligible,234.9602
2011,Ohio,Information not available,à
2011,Oklahoma,Eligible,207.8045
2011,Oklahoma,Not eligible,227.8622
2011,Oklahoma,Information not available,à
2011,Oregon,Eligible,204.2470
2011,Oregon,Not eligible,230.4407
2011,Oregon,Information not available,à
2011,Pennsylvania,Eligible,210.8108
2011,Pennsylvania,Not eligible,238.1315
2011,Pennsylvania,Information not available,à
2011,Rhode Island,Eligible,208.0739
2011,Rhode Island,Not eligible,234.5582
2011,Rhode Island,Information not available,à
2011,South Carolina,Eligible,202.4378
2011,South Carolina,Not eligible,231.2427
2011,South Carolina,Information not available,à
2011,South Dakota,Eligible,207.0450
2011,South Dakota,Not eligible,229.3536
2011,South Dakota,Information not available,à
2011,Tennessee,Eligible,204.0417
2011,Tennessee,Not eligible,229.5138
2011,Tennessee,Information not available,à
2011,Texas,Eligible,208.9137
2011,Texas,Not eligible,234.4999
2011,Texas,Information not available,à
2011,Utah,Eligible,206.3677
2011,Utah,Not eligible,229.0198
2011,Utah,Information not available,à
2011,Vermont,Eligible,212.7891
2011,Vermont,Not eligible,236.1656
2011,Vermont,Information not available,à
2011,Virginia,Eligible,207.0387
2011,Virginia,Not eligible,237.1786
2011,Virginia,Information not available,à
2011,Washington,Eligible,204.3022
2011,Washington,Not eligible,234.8549
2011,Washington,Information not available,à
2011,West Virginia,Eligible,204.4713
2011,West Virginia,Not eligible,225.3110
2011,West Virginia,Information not available,à
2011,Wisconsin,Eligible,206.2892
2011,Wisconsin,Not eligible,231.9672
2011,Wisconsin,Information not available,à
2011,Wyoming,Eligible,214.3927
2011,Wyoming,Not eligible,230.7321
2011,Wyoming,Information not available,à
2009,National,Eligible,206.0226
2009,National,Not eligible,232.2180
2009,National,Information not available,235.6077
2009,Alabama,Eligible,204.0338
2009,Alabama,Not eligible,230.9185
2009,Alabama,Information not available,à
2009,Alaska,Eligible,194.2357
2009,Alaska,Not eligible,225.2208
2009,Alaska,Information not available,à
2009,Arizona,Eligible,197.1921
2009,Arizona,Not eligible,225.2544
2009,Arizona,Information not available,à
2009,Arkansas,Eligible,206.5225
2009,Arkansas,Not eligible,230.1412
2009,Arkansas,Information not available,à
2009,California,Eligible,195.6390
2009,California,Not eligible,226.4795
2009,California,Information not available,207.0182
2009,Colorado,Eligible,205.7517
2009,Colorado,Not eligible,237.9889
2009,Colorado,Information not available,à
2009,Connecticut,Eligible,207.4430
2009,Connecticut,Not eligible,237.9164
2009,Connecticut,Information not available,à
2009,Delaware,Eligible,214.4915
2009,Delaware,Not eligible,233.6419
2009,Delaware,Information not available,à
2009,District of Columbia,Eligible,193.2143
2009,District of Columbia,Not eligible,226.1928
2009,District of Columbia,Information not available,à
2009,DoDEA,Eligible,à
2009,DoDEA,Not eligible,à
2009,DoDEA,Information not available,à
2009,Florida,Eligible,217.1449
2009,Florida,Not eligible,235.6676
2009,Florida,Information not available,à
2009,Georgia,Eligible,206.7593
2009,Georgia,Not eligible,231.3188
2009,Georgia,Information not available,à
2009,Hawaii,Eligible,197.8437
2009,Hawaii,Not eligible,221.0515
2009,Hawaii,Information not available,à
2009,Idaho,Eligible,210.7260
2009,Idaho,Not eligible,228.6868
2009,Idaho,Information not available,à
2009,Illinois,Eligible,201.9936
2009,Illinois,Not eligible,233.8746
2009,Illinois,Information not available,à
2009,Indiana,Eligible,210.4243
2009,Indiana,Not eligible,232.4102
2009,Indiana,Information not available,à
2009,Iowa,Eligible,208.3523
2009,Iowa,Not eligible,229.0257
2009,Iowa,Information not available,à
2009,Kansas,Eligible,212.5998
2009,Kansas,Not eligible,234.3436
2009,Kansas,Information not available,à
2009,Kentucky,Eligible,215.3172
2009,Kentucky,Not eligible,236.0368
2009,Kentucky,Information not available,à
2009,Louisiana,Eligible,201.2249
2009,Louisiana,Not eligible,222.4106
2009,Louisiana,Information not available,à
2009,Maine,Eligible,211.6603
2009,Maine,Not eligible,231.7750
2009,Maine,Information not available,à
2009,Maryland,Eligible,209.7176
2009,Maryland,Not eligible,236.2304
2009,Maryland,Information not available,à
2009,Massachusetts,Eligible,214.9359
2009,Massachusetts,Not eligible,243.0283
2009,Massachusetts,Information not available,à
2009,Michigan,Eligible,204.2613
2009,Michigan,Not eligible,228.7530
2009,Michigan,Information not available,à
2009,Minnesota,Eligible,203.0233
2009,Minnesota,Not eligible,232.6145
2009,Minnesota,Information not available,à
2009,Mississippi,Eligible,202.9561
2009,Mississippi,Not eligible,227.1357
2009,Mississippi,Information not available,à
2009,Missouri,Eligible,210.4383
2009,Missouri,Not eligible,234.1033
2009,Missouri,Information not available,à
2009,Montana,Eligible,213.7488
2009,Montana,Not eligible,232.0348
2009,Montana,Information not available,à
2009,Nebraska,Eligible,209.5618
2009,Nebraska,Not eligible,231.7772
2009,Nebraska,Information not available,à
2009,Nevada,Eligible,199.7006
2009,Nevada,Not eligible,219.5204
2009,Nevada,Information not available,à
2009,New Hampshire,Eligible,213.2662
2009,New Hampshire,Not eligible,233.6598
2009,New Hampshire,Information not available,à
2009,New Jersey,Eligible,211.1979
2009,New Jersey,Not eligible,237.5275
2009,New Jersey,Information not available,à
2009,New Mexico,Eligible,199.1116
2009,New Mexico,Not eligible,224.9338
2009,New Mexico,Information not available,à
2009,New York,Eligible,213.6575
2009,New York,Not eligible,235.3098
2009,New York,Information not available,242.7550
2009,North Carolina,Eligible,204.6796
2009,North Carolina,Not eligible,232.5738
2009,North Carolina,Information not available,232.0859
2009,North Dakota,Eligible,215.6735
2009,North Dakota,Not eligible,230.8576
2009,North Dakota,Information not available,à
2009,Ohio,Eligible,208.3092
2009,Ohio,Not eligible,235.0849
2009,Ohio,Information not available,à
2009,Oklahoma,Eligible,207.4070
2009,Oklahoma,Not eligible,228.6186
2009,Oklahoma,Information not available,à
2009,Oregon,Eligible,203.9453
2009,Oregon,Not eligible,230.7111
2009,Oregon,Information not available,à
2009,Pennsylvania,Eligible,206.2396
2009,Pennsylvania,Not eligible,234.5096
2009,Pennsylvania,Information not available,à
2009,Rhode Island,Eligible,205.3421
2009,Rhode Island,Not eligible,234.6295
2009,Rhode Island,Information not available,à
2009,South Carolina,Eligible,204.4812
2009,South Carolina,Not eligible,229.9546
2009,South Carolina,Information not available,à
2009,South Dakota,Eligible,208.6126
2009,South Dakota,Not eligible,229.6118
2009,South Dakota,Information not available,à
2009,Tennessee,Eligible,205.3207
2009,Tennessee,Not eligible,228.0885
2009,Tennessee,Information not available,à
2009,Texas,Eligible,209.4583
2009,Texas,Not eligible,232.2057
2009,Texas,Information not available,à
2009,Utah,Eligible,205.0720
2009,Utah,Not eligible,226.4454
2009,Utah,Information not available,230.5567
2009,Vermont,Eligible,215.2782
2009,Vermont,Not eligible,235.5302
2009,Vermont,Information not available,à
2009,Virginia,Eligible,209.9594
2009,Virginia,Not eligible,234.6691
2009,Virginia,Information not available,à
2009,Washington,Eligible,207.5508
2009,Washington,Not eligible,232.7601
2009,Washington,Information not available,à
2009,West Virginia,Eligible,206.2471
2009,West Virginia,Not eligible,225.8402
2009,West Virginia,Information not available,à
2009,Wisconsin,Eligible,201.8317
2009,Wisconsin,Not eligible,231.3044
2009,Wisconsin,Information not available,à
2009,Wyoming,Eligible,212.1004
2009,Wyoming,Not eligible,228.1954
2009,Wyoming,Information not available,à
2007,National,Eligible,205.0225
2007,National,Not eligible,232.0244
2007,National,Information not available,232.8071
2007,Alabama,Eligible,203.2800
2007,Alabama,Not eligible,232.4708
2007,Alabama,Information not available,à
2007,Alaska,Eligible,197.0848
2007,Alaska,Not eligible,227.1173
2007,Alaska,Information not available,à
2007,Arizona,Eligible,195.6101
2007,Arizona,Not eligible,224.2846
2007,Arizona,Information not available,217.8873
2007,Arkansas,Eligible,205.4169
2007,Arkansas,Not eligible,231.7089
2007,Arkansas,Information not available,à
2007,California,Eligible,194.8248
2007,California,Not eligible,225.1078
2007,California,Information not available,205.9202
2007,Colorado,Eligible,206.3730
2007,Colorado,Not eligible,234.5137
2007,Colorado,Information not available,à
2007,Connecticut,Eligible,200.6753
2007,Connecticut,Not eligible,238.5164
2007,Connecticut,Information not available,à
2007,Delaware,Eligible,213.6608
2007,Delaware,Not eligible,232.1440
2007,Delaware,Information not available,à
2007,District of Columbia,Eligible,187.6153
2007,District of Columbia,Not eligible,215.7751
2007,District of Columbia,Information not available,à
2007,DoDEA,Eligible,à
2007,DoDEA,Not eligible,à
2007,DoDEA,Information not available,à
2007,Florida,Eligible,212.7662
2007,Florida,Not eligible,234.0161
2007,Florida,Information not available,à
2007,Georgia,Eligible,207.0381
2007,Georgia,Not eligible,230.6595
2007,Georgia,Information not available,à
2007,Hawaii,Eligible,203.1167
2007,Hawaii,Not eligible,220.9148
2007,Hawaii,Information not available,à
2007,Idaho,Eligible,212.3078
2007,Idaho,Not eligible,231.6653
2007,Idaho,Information not available,à
2007,Illinois,Eligible,203.6886
2007,Illinois,Not eligible,231.6575
2007,Illinois,Information not available,à
2007,Indiana,Eligible,208.5537
2007,Indiana,Not eligible,230.6081
2007,Indiana,Information not available,à
2007,Iowa,Eligible,212.3637
2007,Iowa,Not eligible,230.9704
2007,Iowa,Information not available,à
2007,Kansas,Eligible,211.6977
2007,Kansas,Not eligible,233.2323
2007,Kansas,Information not available,à
2007,Kentucky,Eligible,211.7387
2007,Kentucky,Not eligible,233.7665
2007,Kentucky,Information not available,à
2007,Louisiana,Eligible,199.6334
2007,Louisiana,Not eligible,224.9292
2007,Louisiana,Information not available,à
2007,Maine,Eligible,213.3368
2007,Maine,Not eligible,232.5066
2007,Maine,Information not available,à
2007,Maryland,Eligible,206.6843
2007,Maryland,Not eligible,233.6792
2007,Maryland,Information not available,à
2007,Massachusetts,Eligible,214.3977
2007,Massachusetts,Not eligible,243.4877
2007,Massachusetts,Information not available,à
2007,Michigan,Eligible,203.6950
2007,Michigan,Not eligible,229.2948
2007,Michigan,Information not available,à
2007,Minnesota,Eligible,205.6083
2007,Minnesota,Not eligible,232.5205
2007,Minnesota,Information not available,à
2007,Mississippi,Eligible,200.3575
2007,Mississippi,Not eligible,224.9026
2007,Mississippi,Information not available,213.5711
2007,Missouri,Eligible,208.3262
2007,Missouri,Not eligible,229.8091
2007,Missouri,Information not available,à
2007,Montana,Eligible,215.2752
2007,Montana,Not eligible,233.9834
2007,Montana,Information not available,à
2007,Nebraska,Eligible,208.0283
2007,Nebraska,Not eligible,232.4521
2007,Nebraska,Information not available,à
2007,Nevada,Eligible,196.5872
2007,Nevada,Not eligible,222.0200
2007,Nevada,Information not available,203.9580
2007,New Hampshire,Eligible,211.9757
2007,New Hampshire,Not eligible,232.7957
2007,New Hampshire,Information not available,à
2007,New Jersey,Eligible,210.3858
2007,New Jersey,Not eligible,237.6926
2007,New Jersey,Information not available,à
2007,New Mexico,Eligible,202.8315
2007,New Mexico,Not eligible,228.1149
2007,New Mexico,Information not available,à
2007,New York,Eligible,209.0438
2007,New York,Not eligible,237.2284
2007,New York,Information not available,à
2007,North Carolina,Eligible,204.9003
2007,North Carolina,Not eligible,229.4150
2007,North Carolina,Information not available,225.9726
2007,North Dakota,Eligible,215.3054
2007,North Dakota,Not eligible,231.2385
2007,North Dakota,Information not available,à
2007,Ohio,Eligible,211.3091
2007,Ohio,Not eligible,233.7563
2007,Ohio,Information not available,à
2007,Oklahoma,Eligible,208.6804
2007,Oklahoma,Not eligible,226.8482
2007,Oklahoma,Information not available,à
2007,Oregon,Eligible,199.7793
2007,Oregon,Not eligible,227.5572
2007,Oregon,Information not available,211.8870
2007,Pennsylvania,Eligible,206.5202
2007,Pennsylvania,Not eligible,236.8665
2007,Pennsylvania,Information not available,à
2007,Rhode Island,Eligible,202.4582
2007,Rhode Island,Not eligible,229.5951
2007,Rhode Island,Information not available,à
2007,South Carolina,Eligible,201.0369
2007,South Carolina,Not eligible,227.6142
2007,South Carolina,Information not available,à
2007,South Dakota,Eligible,209.2694
2007,South Dakota,Not eligible,231.2380
2007,South Dakota,Information not available,à
2007,Tennessee,Eligible,201.9076
2007,Tennessee,Not eligible,228.6393
2007,Tennessee,Information not available,à
2007,Texas,Eligible,208.5890
2007,Texas,Not eligible,232.2684
2007,Texas,Information not available,241.0654
2007,Utah,Eligible,208.2410
2007,Utah,Not eligible,228.6981
2007,Utah,Information not available,à
2007,Vermont,Eligible,212.4879
2007,Vermont,Not eligible,235.3242
2007,Vermont,Information not available,à
2007,Virginia,Eligible,212.7591
2007,Virginia,Not eligible,232.9334
2007,Virginia,Information not available,à
2007,Washington,Eligible,209.8099
2007,Washington,Not eligible,234.0335
2007,Washington,Information not available,214.4221
2007,West Virginia,Eligible,205.9797
2007,West Virginia,Not eligible,224.8943
2007,West Virginia,Information not available,à
2007,Wisconsin,Eligible,205.2902
2007,Wisconsin,Not eligible,231.7249
2007,Wisconsin,Information not available,à
2007,Wyoming,Eligible,213.6736
2007,Wyoming,Not eligible,231.4855
2007,Wyoming,Information not available,à
2005,National,Eligible,202.8615
2005,National,Not eligible,230.0434
2005,National,Information not available,231.8480
2005,Alabama,Eligible,195.6503
2005,Alabama,Not eligible,222.8784
2005,Alabama,Information not available,à
2005,Alaska,Eligible,192.7422
2005,Alaska,Not eligible,222.6576
2005,Alaska,Information not available,à
2005,Arizona,Eligible,192.4894
2005,Arizona,Not eligible,223.3595
2005,Arizona,Information not available,212.5714
2005,Arkansas,Eligible,206.3378
2005,Arkansas,Not eligible,230.2151
2005,Arkansas,Information not available,à
2005,California,Eligible,192.9648
2005,California,Not eligible,224.4768
2005,California,Information not available,213.5769
2005,Colorado,Eligible,207.8119
2005,Colorado,Not eligible,232.2625
2005,Colorado,Information not available,à
2005,Connecticut,Eligible,202.2401
2005,Connecticut,Not eligible,234.8360
2005,Connecticut,Information not available,à
2005,Delaware,Eligible,214.4962
2005,Delaware,Not eligible,232.5586
2005,Delaware,Information not available,227.6044
2005,District of Columbia,Eligible,183.4648
2005,District of Columbia,Not eligible,214.8681
2005,District of Columbia,Information not available,à
2005,DoDEA,Eligible,à
2005,DoDEA,Not eligible,à
2005,DoDEA,Information not available,à
2005,Florida,Eligible,209.4532
2005,Florida,Not eligible,230.4005
2005,Florida,Information not available,à
2005,Georgia,Eligible,200.7625
2005,Georgia,Not eligible,229.2098
2005,Georgia,Information not available,à
2005,Hawaii,Eligible,196.9084
2005,Hawaii,Not eligible,220.9582
2005,Hawaii,Information not available,à
2005,Idaho,Eligible,210.2636
2005,Idaho,Not eligible,229.9965
2005,Idaho,Information not available,à
2005,Illinois,Eligible,197.9058
2005,Illinois,Not eligible,230.0087
2005,Illinois,Information not available,à
2005,Indiana,Eligible,206.5567
2005,Indiana,Not eligible,226.8017
2005,Indiana,Information not available,à
2005,Iowa,Eligible,207.9237
2005,Iowa,Not eligible,227.2111
2005,Iowa,Information not available,à
2005,Kansas,Eligible,208.4617
2005,Kansas,Not eligible,229.7354
2005,Kansas,Information not available,à
2005,Kentucky,Eligible,211.8993
2005,Kentucky,Not eligible,227.9526
2005,Kentucky,Information not available,à
2005,Louisiana,Eligible,200.2442
2005,Louisiana,Not eligible,226.3806
2005,Louisiana,Information not available,à
2005,Maine,Eligible,212.6284
2005,Maine,Not eligible,230.6993
2005,Maine,Information not available,à
2005,Maryland,Eligible,197.6638
2005,Maryland,Not eligible,230.9411
2005,Maryland,Information not available,204.5516
2005,Massachusetts,Eligible,210.5021
2005,Massachusetts,Not eligible,238.9459
2005,Massachusetts,Information not available,à
2005,Michigan,Eligible,201.2281
2005,Michigan,Not eligible,227.4428
2005,Michigan,Information not available,à
2005,Minnesota,Eligible,208.6203
2005,Minnesota,Not eligible,231.8694
2005,Minnesota,Information not available,à
2005,Mississippi,Eligible,196.0636
2005,Mississippi,Not eligible,222.1074
2005,Mississippi,Information not available,à
2005,Missouri,Eligible,208.5991
2005,Missouri,Not eligible,230.9628
2005,Missouri,Information not available,à
2005,Montana,Eligible,212.3402
2005,Montana,Not eligible,231.9484
2005,Montana,Information not available,à
2005,Nebraska,Eligible,204.6135
2005,Nebraska,Not eligible,232.0664
2005,Nebraska,Information not available,à
2005,Nevada,Eligible,191.6706
2005,Nevada,Not eligible,219.3090
2005,Nevada,Information not available,à
2005,New Hampshire,Eligible,212.6691
2005,New Hampshire,Not eligible,231.3196
2005,New Hampshire,Information not available,à
2005,New Jersey,Eligible,202.8871
2005,New Jersey,Not eligible,231.6690
2005,New Jersey,Information not available,225.9634
2005,New Mexico,Eligible,198.7560
2005,New Mexico,Not eligible,224.9585
2005,New Mexico,Information not available,212.1081
2005,New York,Eligible,210.3309
2005,New York,Not eligible,234.3880
2005,New York,Information not available,234.9012
2005,North Carolina,Eligible,202.2743
2005,North Carolina,Not eligible,228.9983
2005,North Carolina,Information not available,à
2005,North Dakota,Eligible,213.9192
2005,North Dakota,Not eligible,230.2595
2005,North Dakota,Information not available,à
2005,Ohio,Eligible,205.8069
2005,Ohio,Not eligible,232.5045
2005,Ohio,Information not available,228.6561
2005,Oklahoma,Eligible,205.3147
2005,Oklahoma,Not eligible,225.0820
2005,Oklahoma,Information not available,à
2005,Oregon,Eligible,204.0464
2005,Oregon,Not eligible,224.9923
2005,Oregon,Information not available,226.0129
2005,Pennsylvania,Eligible,204.6102
2005,Pennsylvania,Not eligible,232.9352
2005,Pennsylvania,Information not available,à
2005,Rhode Island,Eligible,197.3254
2005,Rhode Island,Not eligible,227.8872
2005,Rhode Island,Information not available,à
2005,South Carolina,Eligible,200.2827
2005,South Carolina,Not eligible,227.7297
2005,South Carolina,Information not available,à
2005,South Dakota,Eligible,210.4920
2005,South Dakota,Not eligible,230.6072
2005,South Dakota,Information not available,à
2005,Tennessee,Eligible,200.1305
2005,Tennessee,Not eligible,225.8637
2005,Tennessee,Information not available,à
2005,Texas,Eligible,207.7768
2005,Texas,Not eligible,231.6508
2005,Texas,Information not available,à
2005,Utah,Eligible,207.6065
2005,Utah,Not eligible,228.7426
2005,Utah,Information not available,231.3269
2005,Vermont,Eligible,210.4236
2005,Vermont,Not eligible,233.6584
2005,Vermont,Information not available,à
2005,Virginia,Eligible,209.4884
2005,Virginia,Not eligible,233.9140
2005,Virginia,Information not available,à
2005,Washington,Eligible,213.0611
2005,Washington,Not eligible,231.0983
2005,Washington,Information not available,216.5759
2005,West Virginia,Eligible,206.0566
2005,West Virginia,Not eligible,224.5815
2005,West Virginia,Information not available,à
2005,Wisconsin,Eligible,204.2048
2005,Wisconsin,Not eligible,229.6387
2005,Wisconsin,Information not available,à
2005,Wyoming,Eligible,215.8222
2005,Wyoming,Not eligible,227.9268
2005,Wyoming,Information not available,222.7434
2003,National,Eligible,201.2714
2003,National,Not eligible,229.4015
2003,National,Information not available,229.9330
2003,Alabama,Eligible,192.7427
2003,Alabama,Not eligible,224.2935
2003,Alabama,Information not available,à
2003,Alaska,Eligible,191.7428
2003,Alaska,Not eligible,223.8963
2003,Alaska,Information not available,202.8258
2003,Arizona,Eligible,193.5721
2003,Arizona,Not eligible,225.0732
2003,Arizona,Information not available,210.6023
2003,Arkansas,Eligible,204.0417
2003,Arkansas,Not eligible,226.6478
2003,Arkansas,Information not available,197.8451
2003,California,Eligible,191.1116
2003,California,Not eligible,222.0217
2003,California,Information not available,203.2822
2003,Colorado,Eligible,206.8283
2003,Colorado,Not eligible,231.4927
2003,Colorado,Information not available,à
2003,Connecticut,Eligible,205.4339
2003,Connecticut,Not eligible,238.3249
2003,Connecticut,Information not available,232.3650
2003,Delaware,Eligible,211.5662
2003,Delaware,Not eligible,231.2334
2003,Delaware,Information not available,232.6132
2003,District of Columbia,Eligible,182.4530
2003,District of Columbia,Not eligible,206.0367
2003,District of Columbia,Information not available,183.3513
2003,DoDEA,Eligible,à
2003,DoDEA,Not eligible,à
2003,DoDEA,Information not available,à
2003,Florida,Eligible,204.7316
2003,Florida,Not eligible,231.0597
2003,Florida,Information not available,207.3388
2003,Georgia,Eligible,199.6787
2003,Georgia,Not eligible,227.0033
2003,Georgia,Information not available,218.9635
2003,Hawaii,Eligible,197.2325
2003,Hawaii,Not eligible,218.7432
2003,Hawaii,Information not available,à
2003,Idaho,Eligible,207.4248
2003,Idaho,Not eligible,226.1374
2003,Idaho,Information not available,225.1816
2003,Illinois,Eligible,197.2328
2003,Illinois,Not eligible,232.0589
2003,Illinois,Information not available,202.7561
2003,Indiana,Eligible,205.2405
2003,Indiana,Not eligible,228.5007
2003,Indiana,Information not available,à
2003,Iowa,Eligible,208.5873
2003,Iowa,Not eligible,230.2139
2003,Iowa,Information not available,à
2003,Kansas,Eligible,206.3286
2003,Kansas,Not eligible,229.7923
2003,Kansas,Information not available,à
2003,Kentucky,Eligible,209.2982
2003,Kentucky,Not eligible,229.1620
2003,Kentucky,Information not available,225.0020
2003,Louisiana,Eligible,194.9341
2003,Louisiana,Not eligible,224.2596
2003,Louisiana,Information not available,194.9161
2003,Maine,Eligible,212.7464
2003,Maine,Not eligible,229.6674
2003,Maine,Information not available,à
2003,Maryland,Eligible,198.5947
2003,Maryland,Not eligible,230.0465
2003,Maryland,Information not available,216.4825
2003,Massachusetts,Eligible,209.7832
2003,Massachusetts,Not eligible,236.2519
2003,Massachusetts,Information not available,225.0697
2003,Michigan,Eligible,200.6358
2003,Michigan,Not eligible,229.2650
2003,Michigan,Information not available,211.7339
2003,Minnesota,Eligible,203.2332
2003,Minnesota,Not eligible,230.5234
2003,Minnesota,Information not available,à
2003,Mississippi,Eligible,196.6059
2003,Mississippi,Not eligible,225.5282
2003,Mississippi,Information not available,208.7689
2003,Missouri,Eligible,207.6893
2003,Missouri,Not eligible,231.7379
2003,Missouri,Information not available,228.4263
2003,Montana,Eligible,208.0807
2003,Montana,Not eligible,231.9081
2003,Montana,Information not available,222.8957
2003,Nebraska,Eligible,206.6318
2003,Nebraska,Not eligible,228.5741
2003,Nebraska,Information not available,221.8893
2003,Nevada,Eligible,192.1883
2003,Nevada,Not eligible,217.6584
2003,Nevada,Information not available,211.8537
2003,New Hampshire,Eligible,206.1348
2003,New Hampshire,Not eligible,232.5647
2003,New Hampshire,Information not available,229.7690
2003,New Jersey,Eligible,203.3916
2003,New Jersey,Not eligible,233.8757
2003,New Jersey,Information not available,238.2257
2003,New Mexico,Eligible,194.9903
2003,New Mexico,Not eligible,221.2320
2003,New Mexico,Information not available,214.0708
2003,New York,Eligible,207.7473
2003,New York,Not eligible,237.7892
2003,New York,Information not available,238.2532
2003,North Carolina,Eligible,205.5084
2003,North Carolina,Not eligible,232.7131
2003,North Carolina,Information not available,232.5147
2003,North Dakota,Eligible,210.3735
2003,North Dakota,Not eligible,227.2324
2003,North Dakota,Information not available,à
2003,Ohio,Eligible,206.4527
2003,Ohio,Not eligible,230.5496
2003,Ohio,Information not available,228.1571
2003,Oklahoma,Eligible,203.5912
2003,Oklahoma,Not eligible,226.9896
2003,Oklahoma,Information not available,209.1942
2003,Oregon,Eligible,205.4664
2003,Oregon,Not eligible,223.8891
2003,Oregon,Information not available,à
2003,Pennsylvania,Eligible,198.2355
2003,Pennsylvania,Not eligible,231.3301
2003,Pennsylvania,Information not available,224.4382
2003,Rhode Island,Eligible,200.1902
2003,Rhode Island,Not eligible,228.7480
2003,Rhode Island,Information not available,211.7211
2003,South Carolina,Eligible,202.4906
2003,South Carolina,Not eligible,228.3608
2003,South Carolina,Information not available,à
2003,South Dakota,Eligible,209.7717
2003,South Dakota,Not eligible,229.9801
2003,South Dakota,Information not available,à
