Year,Jurisdiction,All students,Average scale score
2015,California,All students,212.6779
2015,Colorado,All students,224.0232
2015,Connecticut,All students,228.9475
2015,Delaware,All students,223.6987
2015,District of Columbia,All students,212.3053
2015,DoDEA,All students,233.7591
2015,Florida,All students,227.1890
2015,Georgia,All students,222.0135
2015,Hawaii,All students,215.1243
2015,Idaho,All students,221.6901
2015,Illinois,All students,222.0223
2015,Indiana,All students,227.2789
2015,Iowa,All students,223.6294
2015,Kansas,All students,221.0899
2015,Kentucky,All students,228.0552
2015,Louisiana,All students,216.1993
2015,Maine,All students,223.7286
2015,Maryland,All students,222.9442
2015,Massachusetts,All students,235.2754
2015,Michigan,All students,216.3066
2015,Minnesota,All students,223.3529
2015,Mississippi,All students,214.1107
2015,Missouri,All students,222.7255
2015,Montana,All students,224.7574
2015,Nebraska,All students,226.6346
2015,Nevada,All students,214.4256
2015,New Hampshire,All students,231.9498
2015,New Jersey,All students,229.4877
2015,New Mexico,All students,207.2404
2015,New York,All students,222.6463
2015,North Carolina,All students,225.8106
2015,North Dakota,All students,224.6920
2015,Ohio,All students,224.9304
2015,Oklahoma,All students,221.8305
2015,Oregon,All students,220.2227
2015,Pennsylvania,All students,226.6708
2015,Rhode Island,All students,225.4855
2015,South Carolina,All students,217.9697
2015,South Dakota,All students,220.4695
2015,Tennessee,All students,218.6133
2015,Texas,All students,217.9429
2015,Utah,All students,226.1431
2015,Vermont,All students,230.0986
2015,Virginia,All students,228.9713
2015,Washington,All students,225.8929
2015,West Virginia,All students,216.2533
2015,Wisconsin,All students,223.3564
2015,Wyoming,All students,228.1608
2013,National,All students,221.8322
2013,Alabama,All students,218.5760
2013,Alaska,All students,209.3473
2013,Arizona,All students,213.1341
2013,Arkansas,All students,218.5239
2013,California,All students,212.5460
2013,Colorado,All students,226.6632
2013,Connecticut,All students,229.5816
2013,Delaware,All students,225.7717
2013,District of Columbia,All students,205.6139
2013,DoDEA,All students,232.1123
2013,Florida,All students,227.4632
2013,Georgia,All students,221.8367
2013,Hawaii,All students,214.8439
2013,Idaho,All students,219.3030
2013,Illinois,All students,218.5402
2013,Indiana,All students,225.3323
2013,Iowa,All students,223.8158
2013,Kansas,All students,223.3864
2013,Kentucky,All students,224.4275
2013,Louisiana,All students,210.4550
2013,Maine,All students,224.8333
2013,Maryland,All students,232.0560
2013,Massachusetts,All students,232.3732
2013,Michigan,All students,217.3652
2013,Minnesota,All students,227.0307
2013,Mississippi,All students,208.5185
2013,Missouri,All students,222.3342
2013,Montana,All students,222.9827
2013,Nebraska,All students,223.2528
2013,Nevada,All students,213.7553
2013,New Hampshire,All students,231.9984
2013,New Jersey,All students,228.7197
2013,New Mexico,All students,205.7564
2013,New York,All students,223.8134
2013,North Carolina,All students,222.2277
2013,North Dakota,All students,224.0834
2013,Ohio,All students,223.8877
2013,Oklahoma,All students,216.9889
2013,Oregon,All students,219.1327
2013,Pennsylvania,All students,226.4023
2013,Rhode Island,All students,222.8022
2013,South Carolina,All students,213.6465
2013,South Dakota,All students,217.9307
2013,Tennessee,All students,219.7354
2013,Texas,All students,216.9096
2013,Utah,All students,222.7676
2013,Vermont,All students,227.9865
2013,Virginia,All students,228.5557
2013,Washington,All students,225.0489
2013,West Virginia,All students,214.6634
2013,Wisconsin,All students,220.8181
2013,Wyoming,All students,225.8490
2011,National,All students,221.2146
2011,Alabama,All students,220.2734
2011,Alaska,All students,207.9237
2011,Arizona,All students,212.3950
2011,Arkansas,All students,216.5149
2011,California,All students,211.3586
2011,Colorado,All students,223.4338
2011,Connecticut,All students,227.4273
2011,Delaware,All students,225.1305
2011,District of Columbia,All students,200.6280
2011,DoDEA,All students,229.4835
2011,Florida,All students,224.5286
2011,Georgia,All students,220.8107
2011,Hawaii,All students,213.6146
2011,Idaho,All students,220.8298
2011,Illinois,All students,219.3575
2011,Indiana,All students,220.7313
2011,Iowa,All students,220.7074
2011,Kansas,All students,223.5651
2011,Kentucky,All students,225.1351
2011,Louisiana,All students,210.4107
2011,Maine,All students,222.0373
2011,Maryland,All students,230.7828
2011,Massachusetts,All students,236.7739
2011,Michigan,All students,218.8608
2011,Minnesota,All students,222.3087
2011,Mississippi,All students,209.1880
2011,Missouri,All students,220.3462
2011,Montana,All students,225.1442
2011,Nebraska,All students,223.3117
2011,Nevada,All students,212.5752
2011,New Hampshire,All students,230.3927
2011,New Jersey,All students,231.2376
2011,New Mexico,All students,208.0141
2011,New York,All students,222.4938
2011,North Carolina,All students,221.3570
2011,North Dakota,All students,225.5775
2011,Ohio,All students,223.8282
2011,Oklahoma,All students,215.4776
2011,Oregon,All students,216.4402
2011,Pennsylvania,All students,227.2365
2011,Rhode Island,All students,222.4816
2011,South Carolina,All students,214.8998
2011,South Dakota,All students,219.8144
2011,Tennessee,All students,214.6402
2011,Texas,All students,218.3208
2011,Utah,All students,220.4160
2011,Vermont,All students,226.7716
2011,Virginia,All students,226.3784
2011,Washington,All students,220.5288
2011,West Virginia,All students,214.3860
2011,Wisconsin,All students,221.2399
2011,Wyoming,All students,224.0623
2009,National,All students,220.9449
2009,Alabama,All students,216.2734
2009,Alaska,All students,211.1274
2009,Arizona,All students,209.9893
2009,Arkansas,All students,216.1516
2009,California,All students,209.7624
2009,Colorado,All students,225.6966
2009,Connecticut,All students,228.9721
2009,Delaware,All students,225.5131
2009,District of Columbia,All students,201.9846
2009,DoDEA,All students,228.3152
2009,Florida,All students,225.6734
2009,Georgia,All students,217.8481
2009,Hawaii,All students,210.6164
2009,Idaho,All students,221.0229
2009,Illinois,All students,219.1658
2009,Indiana,All students,222.6595
2009,Iowa,All students,221.4223
2009,Kansas,All students,223.9242
2009,Kentucky,All students,225.6062
2009,Louisiana,All students,207.4861
2009,Maine,All students,223.7904
2009,Maryland,All students,226.0478
2009,Massachusetts,All students,233.7495
2009,Michigan,All students,218.2356
2009,Minnesota,All students,223.3367
2009,Mississippi,All students,210.5065
2009,Missouri,All students,223.8424
2009,Montana,All students,224.6518
2009,Nebraska,All students,222.5233
2009,Nevada,All students,211.1406
2009,New Hampshire,All students,229.1445
2009,New Jersey,All students,229.3945
2009,New Mexico,All students,207.6457
2009,New York,All students,224.3687
2009,North Carolina,All students,219.2960
2009,North Dakota,All students,225.9675
2009,Ohio,All students,224.5322
2009,Oklahoma,All students,217.1906
2009,Oregon,All students,218.1423
2009,Pennsylvania,All students,223.6794
2009,Rhode Island,All students,222.7049
2009,South Carolina,All students,215.9423
2009,South Dakota,All students,222.1666
2009,Tennessee,All students,216.7378
2009,Texas,All students,218.8583
2009,Utah,All students,219.2041
2009,Vermont,All students,228.7358
2009,Virginia,All students,226.5276
2009,Washington,All students,221.3301
2009,West Virginia,All students,214.5202
2009,Wisconsin,All students,220.1355
2009,Wyoming,All students,222.6522
2007,National,All students,220.9889
2007,Alabama,All students,216.3890
2007,Alaska,All students,214.4770
2007,Arizona,All students,209.5206
2007,Arkansas,All students,217.0278
2007,California,All students,208.5222
2007,Colorado,All students,223.7327
2007,Connecticut,All students,227.2036
2007,Delaware,All students,225.0705
2007,District of Columbia,All students,197.0860
2007,DoDEA,All students,229.1769
2007,Florida,All students,223.5349
2007,Georgia,All students,218.8882
2007,Hawaii,All students,213.4966
2007,Idaho,All students,223.4041
2007,Illinois,All students,219.3868
2007,Indiana,All students,221.6731
2007,Iowa,All students,224.8948
2007,Kansas,All students,224.6584
2007,Kentucky,All students,222.4323
2007,Louisiana,All students,207.4068
2007,Maine,All students,225.5440
2007,Maryland,All students,224.7813
2007,Massachusetts,All students,235.7535
2007,Michigan,All students,220.1185
2007,Minnesota,All students,224.9170
2007,Mississippi,All students,207.8095
2007,Missouri,All students,220.7768
2007,Montana,All students,226.6665
2007,Nebraska,All students,222.9026
2007,Nevada,All students,210.8190
2007,New Hampshire,All students,229.0172
2007,New Jersey,All students,230.6470
2007,New Mexico,All students,211.6319
2007,New York,All students,223.7520
2007,North Carolina,All students,217.9340
2007,North Dakota,All students,226.3255
2007,Ohio,All students,225.6670
2007,Oklahoma,All students,216.9557
2007,Oregon,All students,215.0173
2007,Pennsylvania,All students,226.3537
2007,Rhode Island,All students,218.7614
2007,South Carolina,All students,213.8365
2007,South Dakota,All students,223.3985
2007,Tennessee,All students,215.7493
2007,Texas,All students,219.6043
2007,Utah,All students,221.2614
2007,Vermont,All students,228.2485
2007,Virginia,All students,227.1367
2007,Washington,All students,223.9993
2007,West Virginia,All students,215.1306
2007,Wisconsin,All students,223.3180
2007,Wyoming,All students,225.2895
2005,National,All students,218.9835
2005,Alabama,All students,207.7520
2005,Alaska,All students,211.0613
2005,Arizona,All students,207.1427
2005,Arkansas,All students,217.0715
2005,California,All students,206.5120
2005,Colorado,All students,223.6561
2005,Connecticut,All students,225.7530
2005,Delaware,All students,225.8385
2005,District of Columbia,All students,190.7874
2005,DoDEA,All students,226.1285
2005,Florida,All students,219.4652
2005,Georgia,All students,214.4309
2005,Hawaii,All students,209.5788
2005,Idaho,All students,221.8595
2005,Illinois,All students,216.4897
2005,Indiana,All students,218.0725
2005,Iowa,All students,220.8094
2005,Kansas,All students,220.4687
2005,Kentucky,All students,219.9268
2005,Louisiana,All students,209.1657
2005,Maine,All students,224.5778
2005,Maryland,All students,220.0296
2005,Massachusetts,All students,231.2794
2005,Michigan,All students,218.2607
2005,Minnesota,All students,225.2266
2005,Mississippi,All students,204.3936
2005,Missouri,All students,221.1686
2005,Montana,All students,224.5522
2005,Nebraska,All students,221.3775
2005,Nevada,All students,207.1870
2005,New Hampshire,All students,227.4383
2005,New Jersey,All students,223.2984
2005,New Mexico,All students,206.7916
2005,New York,All students,222.6952
2005,North Carolina,All students,217.1344
2005,North Dakota,All students,224.8108
2005,Ohio,All students,222.5333
2005,Oklahoma,All students,213.8615
2005,Oregon,All students,216.9000
2005,Pennsylvania,All students,222.7720
2005,Rhode Island,All students,216.4399
2005,South Carolina,All students,213.2035
2005,South Dakota,All students,222.3987
2005,Tennessee,All students,214.2213
2005,Texas,All students,218.7338
2005,Utah,All students,221.3109
2005,Vermont,All students,226.8863
2005,Virginia,All students,225.8137
2005,Washington,All students,223.4864
2005,West Virginia,All students,214.7671
2005,Wisconsin,All students,221.1642
2005,Wyoming,All students,223.2621
2003,National,All students,218.2362
2003,Alabama,All students,207.0838
2003,Alaska,All students,211.5472
2003,Arizona,All students,208.8728
2003,Arkansas,All students,213.6153
2003,California,All students,205.6324
2003,Colorado,All students,223.6610
2003,Connecticut,All students,228.3406
2003,Delaware,All students,223.9288
2003,District of Columbia,All students,188.3745
2003,DoDEA,All students,224.2519
2003,Florida,All students,218.0145
2003,Georgia,All students,213.5972
2003,Hawaii,All students,208.2596
2003,Idaho,All students,218.2599
2003,Illinois,All students,216.3043
2003,Indiana,All students,220.4065
2003,Iowa,All students,223.2711
2003,Kansas,All students,220.1432
2003,Kentucky,All students,219.0444
2003,Louisiana,All students,204.7295
2003,Maine,All students,223.8595
2003,Maryland,All students,218.6738
2003,Massachusetts,All students,227.6043
2003,Michigan,All students,218.7891
2003,Minnesota,All students,222.6090
2003,Mississippi,All students,205.4644
2003,Missouri,All students,222.2602
2003,Montana,All students,222.7465
2003,Nebraska,All students,220.6118
2003,Nevada,All students,206.9597
2003,New Hampshire,All students,227.7895
2003,New Jersey,All students,225.0733
2003,New Mexico,All students,203.1853
2003,New York,All students,222.1882
2003,North Carolina,All students,221.2206
2003,North Dakota,All students,221.6422
2003,Ohio,All students,221.8658
2003,Oklahoma,All students,213.5794
2003,Oregon,All students,217.6145
2003,Pennsylvania,All students,218.6984
2003,Rhode Island,All students,216.4940
2003,South Carolina,All students,214.8077
2003,South Dakota,All students,222.2732
2003,Tennessee,All students,211.9475
2003,Texas,All students,214.8080
2003,Utah,All students,219.2703
2003,Vermont,All students,226.1217
2003,Virginia,All students,223.3404
2003,Washington,All students,221.0967
2003,West Virginia,All students,219.1795
2003,Wisconsin,All students,220.8334
2003,Wyoming,All students,222.0752
,,,
,,,
,,,
